Run,Event,Type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
146436,91768673,G,7.66847,-7.33372,2.20047,-0.410806,7.65673,-0.0536273,2.85009,-1,T,6.59582,-1.75181,-1.38158,6.20613,2.23105,1.74706,-2.4738,1,9.3095
146436,91841977,G,27.2164,-5.35479,5.56055,26.0984,7.71968,1.93244,2.33735,-1,T,4.56902,-0.021736,1.37724,4.35518,1.37742,1.86842,1.58658,-1,2.41898
146436,91854689,G,7.35024,1.1393,-5.29208,4.97099,5.41332,0.822399,-1.35875,1,G,4.65432,-0.586855,-4.08097,2.15704,4.12295,0.501846,-1.71362,-1,2.26747
146436,91933315,G,7.58673,2.47652,-2.2955,6.793,3.37675,1.44885,-0.747483,1,G,10.8432,6.34295,-1.26257,8.70274,6.46738,1.10597,-0.196482,-1,3.01714
146436,91967643,G,26.6231,3.77361,2.9827,-26.1847,4.81006,-2.39595,0.668865,1,G,5.43077,-3.31754,2.6125,-3.41334,4.2227,-0.73916,2.47453,1,10.9494
146436,91864396,G,11.3191,-3.06239,-0.984377,-10.8519,3.21671,-1.9304,-2.83058,-1,G,6.86564,-3.09167,-4.4547,4.20987,5.42244,0.714117,-2.1775,-1,14.8024
146436,91922316,G,12.8507,-3.31592,-10.343,-6.86703,10.8616,-0.596268,-1.88104,-1,T,3.60592,-0.822321,-0.030666,-3.50918,0.822893,-2.15693,-3.10432,1,6.1981
146436,91773917,G,11.0974,-1.08398,-3.2663,10.5497,3.44147,1.83895,-1.89123,-1,T,5.74646,0.755698,-0.993828,5.6082,1.24851,2.20759,-0.920678,1,2.09277
146436,91775133,G,5.45987,-1.78012,-2.40079,-4.56797,2.98875,-1.21041,-2.20882,-1,G,63.5737,5.90003,-14.7612,-61.5541,15.8967,-2.06323,-1.19055,1,9.05563
146436,91777045,G,17.8157,-13.631,-11.4678,-0.266493,17.8134,-0.0149597,-2.44217,-1,T,3.30415,0.543802,-1.10209,3.06528,1.22895,1.64508,-1.11242,-1,10.4372
146436,91789773,G,8.6342,2.34322,-2.26885,-7.99374,3.26166,-1.62881,-0.769275,-1,G,4.84462,-3.98089,2.19919,-1.66593,4.54795,-0.358571,2.63688,1,9.25649
146436,91912293,G,14.8961,0.181132,-11.7938,9.09702,11.7952,0.71006,-1.55544,-1,G,5.75388,-0.624365,4.74081,3.19857,4.78174,0.627013,1.70174,1,15.0099
146436,91969861,G,6.03385,2.98563,1.54443,-5.00968,3.36144,-1.18939,0.477383,1,G,19.1032,1.85341,-12.1557,14.6193,12.2962,1.00886,-1.41949,-1,20.0875
146436,91842302,G,27.601,2.18507,-4.5803,27.1302,5.07481,2.37814,-1.12567,-1,T,3.08521,-0.387521,-0.736751,2.9689,0.832451,1.98382,-2.05502,-1,2.04509
146436,91890278,G,9.56664,-8.08667,-3.61668,-3.6104,8.85859,-0.397045,-2.72104,1,T,2.94069,-0.32747,-0.707853,2.83341,0.779931,2.0016,-2.0041,1,8.14436
146436,91926927,G,8.18968,1.15982,-6.94362,-4.18338,7.03982,-0.563884,-1.40529,-1,G,3.95907,-0.866699,-3.82941,-0.497515,3.92627,-0.126378,-1.79337,1,3.08825
146436,92055456,G,21.5937,3.71595,-1.5619,21.2138,4.03085,2.36273,-0.397902,1,G,5.00378,-4.44046,1.79736,1.44169,4.79043,0.296584,2.75698,1,13.913
146436,92024753,G,12.0362,-0.921757,-11.9813,-0.678162,12.0167,-0.0564052,-1.64758,1,T,3.62303,0.896397,0.749462,3.42783,1.16843,1.79727,0.696359,-1,10.5593
146436,92224657,G,7.98409,-1.93883,-7.38747,2.32397,7.63765,0.299769,-1.82746,-1,G,6.7905,-6.09751,-0.280223,2.97349,6.10395,0.469681,-3.09567,1,8.17615
146436,92064106,G,11.2677,4.17926,-2.92311,-10.0469,5.10008,-1.43011,-0.610346,-1,T,11.2457,2.01926,1.02261,-11.0151,2.26344,-2.28592,0.468777,-1,4.60608
146436,92189570,G,7.42826,-6.38576,0.138503,3.79088,6.38726,0.563249,3.11991,-1,T,8.23599,5.21187,0.663371,-6.34167,5.25391,-1.02047,0.1266,1,15.3896
146436,92000147,G,16.8733,1.17532,-7.73199,-14.951,7.82081,-1.40343,-1.41994,1,T,3.39881,-1.17675,0.710829,3.10656,1.37478,1.55408,2.59819,1,14.8786
146436,92039468,G,8.23784,0.0748264,2.67856,7.78914,2.6796,1.78856,1.54287,-1,G,15.9344,-2.51909,6.64121,14.2633,7.10292,1.44725,1.93334,1,2.27021
146436,92041662,G,10.0807,-5.20902,2.34181,8.30609,5.71121,1.16917,2.7191,-1,G,5.0925,2.11982,-4.6282,0.0924798,5.09057,0.0181659,-1.14129,-1,12.0382
146436,92122142,G,10.3654,5.83167,2.57508,8.17264,6.3749,1.06743,0.415821,-1,G,10.1143,-1.19727,-9.58813,-2.98709,9.66259,-0.304416,-1.69502,1,17.9408
146436,92200574,G,15.1726,2.54757,-1.97609,-14.8257,3.22413,-2.23046,-0.659733,1,T,3.54124,-0.513541,-1.76433,-3.02533,1.83755,-1.27332,-1.85404,-1,3.66336
146436,92098367,G,19.2098,12.4353,2.13481,-14.4848,12.6172,-0.982269,0.170016,-1,G,9.54838,-2.00295,2.77071,8.91469,3.41887,1.68643,2.19673,1,25.7509
146436,92101743,G,7.84667,-1.88156,-3.84148,-6.57738,4.27753,-1.21547,-2.02625,1,G,8.9902,-0.724304,-6.41703,-6.25377,6.45778,-0.858858,-1.68319,-1,2.61044
146436,92319832,G,21.9229,1.5269,7.3341,20.603,7.49136,1.73636,1.36554,1,T,3.64752,-0.509092,0.619643,3.5567,0.801955,2.19516,2.25856,1,2.42061
146436,92323984,G,14.9624,-11.3134,6.94558,-6.9014,13.2753,-0.498911,2.591,1,T,3.16434,-0.727588,0.522565,3.03305,0.8958,1.93388,2.51875,-1,10.6234
146436,92391568,G,31.2122,-24.6531,-16.7206,9.31861,29.7885,0.307936,-2.54562,1,G,31.0581,24.5334,16.6307,-9.28055,29.6389,-0.308217,0.595724,-1,62.2701
146436,92396696,G,16.1595,-3.46466,-3.18524,15.4586,4.70634,1.90481,-2.39819,1,G,6.20163,0.0461046,6.18283,-0.468567,6.183,-0.0757108,1.56334,1,15.9577
146436,92471288,G,24.6538,7.69836,-20.5749,-11.1896,21.968,-0.489565,-1.21276,1,G,24.9262,-7.77331,20.8183,11.2905,22.2222,0.488423,1.92815,-1,49.5792
146436,92512249,G,8.34426,-1.02737,3.81444,-7.34915,3.95038,-1.37939,1.83389,1,G,4.17357,1.38805,-3.90481,-0.482996,4.14418,-0.116286,-1.22926,-1,9.75783
146436,92375890,G,8.63491,4.88104,7.04289,-1.06006,8.56895,-0.123397,0.964753,-1,T,13.2747,-2.17388,-2.42327,-12.8689,3.25546,-2.08325,-2.302,1,16.042
146436,92390210,G,35.8456,-34.7452,-5.69783,6.72308,35.2093,0.189804,-2.97905,1,T,35.555,34.2443,5.60492,-7.74994,34.7,-0.221525,0.162236,-1,71.3914
146436,92432010,G,10.379,3.55817,-9.22831,-3.14482,9.89051,-0.312836,-1.20279,-1,T,3.86324,0.143031,0.948285,3.74083,0.959011,2.07035,1.42109,1,10.9649
146436,92507850,G,6.45258,2.42718,-5.04406,-3.20795,5.59765,-0.545611,-1.1223,1,G,13.656,12.8981,-2.95368,3.37458,13.232,0.252345,-0.225119,-1,10.2711
146436,92344947,G,13.3293,-8.47125,10.288,-0.229543,13.3269,-0.0172232,2.25965,1,T,3.87919,0.579418,3.75177,0.790864,3.79624,0.20685,1.41757,-1,6.03483
146436,92450067,G,38.6296,-1.56961,-9.43439,-37.4268,9.56407,-2.07346,-1.73566,-1,T,7.12708,0.639105,-1.12282,-7.0082,1.29196,-2.39246,-1.05333,1,2.62411
146436,92423508,G,18.919,14.8542,-8.808,7.72594,17.2692,0.433661,-0.535231,1,T,18.8861,-2.52186,4.43538,-18.1835,5.1022,-1.98312,2.08779,1,33.8918
146436,92324861,G,7.03328,0.241855,-2.94723,-6.38053,2.95714,-1.512,-1.48892,1,G,25.6896,-1.68787,-15.0254,-20.7685,15.1199,-1.12253,-1.68266,-1,2.93386
146436,92313823,G,13.0409,0.875497,-3.29818,-12.5861,3.4124,-2.01622,-1.31133,1,G,8.54561,1.34326,3.33001,7.7539,3.59072,1.51274,1.18738,-1,20.9214
146436,92354055,G,9.66234,9.29112,2.63545,-0.281134,9.65767,-0.0291058,0.276392,1,T,3.18306,-1.01033,-0.418348,2.98746,1.09352,1.7301,-2.74902,1,9.17568
146436,92375959,G,63.7724,-21.1197,-20.6985,-56.5017,29.5714,-1.40297,-2.36627,1,G,24.0056,-6.82807,-8.33264,-21.4523,10.7729,-1.43975,-2.25728,-1,2.06584
146436,92696696,G,9.83096,-1.30496,1.55468,9.61856,2.02977,2.25987,2.26909,1,G,23.055,-5.72654,7.36932,21.0813,9.33274,1.55375,2.2314,-1,3.15032
146436,92530106,G,17.5003,6.78263,0.400381,16.1272,6.79444,1.59923,0.058962,-1,T,6.77202,1.56945,1.64481,6.37813,2.27345,1.75507,0.808841,1,2.95262
146436,92629842,G,33.5639,-6.23909,-29.7117,-14.3111,30.3597,-0.455472,-1.77778,-1,G,33.034,6.14688,29.1973,14.1762,29.8373,0.458846,1.3633,1,66.5957
146436,92598054,G,24.0637,3.17573,7.9161,22.5012,8.52936,1.69733,1.18928,-1,T,4.28136,0.795647,0.412544,4.18517,0.89624,2.24551,0.478339,-1,2.47913
146436,92726534,G,30.8035,-8.31848,-3.90076,29.4013,9.18766,1.87989,-2.70311,-1,T,9.42907,-1.99166,0.231831,9.21281,2.00511,2.22968,3.02571,-1,2.80309
146436,92781022,G,9.91114,5.4054,-5.58495,-6.14895,7.77239,-0.725725,-0.801734,1,T,3.0853,0.0715549,0.849821,2.96321,0.852828,1.95871,1.48679,-1,10.3121
146514,144076106,G,12.3106,-4.10561,-1.61928,11.4918,4.4134,1.68512,-2.76592,1,G,8.85009,0.0946285,-5.42372,6.99194,5.42454,1.07169,-1.55335,-1,6.35877
146514,144083260,G,16.2776,4.67639,1.07497,-15.554,4.79835,-1.89218,0.225946,-1,T,5.03244,0.656424,-1.36227,-4.79871,1.51217,-1.8719,-1.12176,1,3.37137
146514,144165387,G,12.8311,9.51219,0.334264,8.60421,9.51806,0.811829,0.0351262,1,T,5.0049,-2.05525,1.39623,4.34332,2.48465,1.32493,2.54486,-1,9.58561
146514,144221174,G,18.0355,-6.82923,-6.1364,15.5233,9.18116,1.29614,-2.40958,1,T,5.50291,-2.75255,1.26751,4.59214,3.03036,1.20326,2.71005,-1,5.82299
146514,144358481,G,7.35983,-1.45858,-6.09393,3.85908,6.26606,0.582386,-1.80573,1,T,7.17302,1.8999,0.46124,6.90063,1.95509,1.97381,0.238163,1,7.96934
146514,144367585,G,8.08083,1.23822,-1.63956,-7.81455,2.05459,-2.04591,-0.923968,1,G,9.17247,-8.6764,2.94033,0.444693,9.16108,0.0485225,2.81485,-1,13.6508
146514,144386259,G,7.50231,0.696952,-3.89774,-6.37145,3.95956,-1.25381,-1.39386,-1,G,4.81649,-0.581543,4.68952,-0.926077,4.72544,-0.194744,1.69418,1,9.89235
146514,144508711,G,10.375,-1.43045,-4.45992,-9.25705,4.68371,-1.43305,-1.88117,1,G,53.6215,4.51671,-26.7913,-46.2285,27.1694,-1.30158,-1.40378,-1,5.5443
146514,144584403,G,36.3024,7.7667,3.19505,-35.3175,8.39821,-2.14335,0.390277,-1,T,4.37542,1.76926,-0.576493,-3.9586,1.86081,-1.49918,-0.31499,-1,3.77951
146514,144676128,G,6.44683,-3.36793,-2.19443,5.03905,4.01976,1.04982,-2.56412,-1,T,4.91295,0.623562,-1.02592,4.76284,1.20056,2.08672,-1.02465,1,3.88144
146514,144195245,G,27.2691,-4.77336,0.0840106,26.8478,4.7741,2.42794,3.12399,-1,G,4.47342,3.72696,-0.616203,2.39382,3.77756,0.597501,-0.163854,1,12.294
146514,144415044,G,12.9759,-3.32123,-1.72109,-12.4246,3.74069,-1.91548,-2.66348,1,T,23.4919,-5.88661,1.14002,-22.7136,5.99599,-2.042,2.9503,-1,3.17632
146514,144435601,G,9.90035,-0.375363,6.1129,-7.778,6.12442,-1.06003,1.63212,1,G,4.30531,-0.57095,-3.25187,-2.76114,3.30161,-0.760764,-1.7446,1,9.03583
146514,144556205,G,17.8144,3.07303,-5.82673,-16.5514,6.58743,-1.65189,-1.08547,-1,G,12.6005,5.26125,6.98421,9.07205,8.74413,0.907644,0.925182,1,28.2547
146514,144642253,G,20.1361,-4.52982,-1.66221,-19.5492,4.82517,-2.10713,-2.7899,1,G,5.0591,2.35236,2.51645,-3.70368,3.44472,-0.933544,0.819089,-1,9.41453
146514,144206240,G,19.4951,-1.59014,-6.95138,18.1438,7.13094,1.66359,-1.79568,-1,G,12.0727,-1.51141,3.8876,11.3288,4.17107,1.72461,1.94159,1,10.4349
146514,144266772,G,22.7363,-7.81551,1.39174,21.3051,7.93846,1.71341,2.96537,-1,T,2.7516,-0.307712,0.646935,2.65461,0.716388,2.02071,2.01477,-1,2.32824
146514,144280596,G,43.09,2.26632,7.87836,-42.3029,8.19785,-2.34339,1.29069,-1,T,8.27929,-1.11572,1.69647,-8.02574,2.03048,-2.08316,2.15255,1,3.58241
146514,144416097,G,27.1886,4.83692,3.17573,-26.5656,5.78628,-2.22893,0.580973,1,G,26.3222,-0.313148,-12.627,-23.0935,12.6309,-1.36412,-1.59559,-1,16.9588
146514,144508103,G,12.087,8.01336,4.89252,7.61136,9.38886,0.740986,0.548138,1,T,10.5688,-2.40395,1.3116,10.2073,2.73848,2.02638,2.64213,-1,11.2171
146514,144592169,G,6.69775,-2.61841,-1.78082,5.90096,3.1666,1.38087,-2.54434,-1,G,15.1479,-8.53165,0.779076,12.492,8.56715,1.17131,3.05053,-1,3.68806
146514,144601697,G,23.0373,-7.63089,-4.01145,21.3631,8.62103,1.63904,-2.65761,-1,T,8.82836,6.76723,-3.61297,-4.36805,7.67131,-0.54241,-0.490393,-1,25.8401
146514,144649443,G,7.24937,-0.720101,-3.81787,6.11944,3.88519,1.2357,-1.75722,-1,G,4.55686,-3.98148,1.71942,-1.39472,4.33688,-0.316295,2.73393,1,9.51608
146514,144706089,G,7.07343,1.17487,-3.24867,-6.17155,3.45459,-1.34385,-1.22378,-1,T,10.1052,3.70069,-1.61706,-9.26249,4.03857,-1.56769,-0.411957,1,3.07391
146514,144168602,G,8.8553,-0.79829,-4.43696,-7.6211,4.50821,-1.29599,-1.74881,1,G,17.1678,0.558657,-11.6517,-12.5955,11.6651,-0.936661,-1.52289,-1,3.09614
146514,144266545,G,17.3526,5.06638,-1.13516,16.5573,5.192,1.87658,-0.220418,1,T,13.4016,2.95318,-3.84506,12.4935,4.84827,1.67541,-0.915847,-1,3.57191
146514,144322900,G,27.7233,-8.21277,-2.61452,-26.3493,8.61889,-1.83637,-2.83339,-1,T,2.92083,-0.757779,0.394831,-2.79105,0.854471,-1.89949,2.66126,-1,2.12266
146514,144055472,G,24.9443,-0.264851,5.42443,24.3457,5.43089,2.20561,1.61958,1,G,6.44288,3.52705,4.72808,2.58936,5.89871,0.425971,0.929874,-1,12.0807
146514,144178945,G,22.0421,-0.132933,-6.92075,20.9268,6.92203,1.82576,-1.59,1,G,53.6829,8.54558,6.25166,52.6282,10.5882,2.30663,0.631599,-1,15.8971
146514,144365874,G,21.701,6.47008,-3.54682,-20.4079,7.37847,-1.74169,-0.501451,-1,T,9.72477,1.43509,-1.04595,-9.56067,1.77581,-2.38507,-0.629823,-1,2.42513
146514,144581377,G,6.71832,-2.62598,1.81174,5.91156,3.19032,1.37588,2.53766,-1,G,3.88071,0.081964,-3.70251,1.15472,3.70342,0.306956,-1.54866,-1,7.23602
146514,144695532,G,14.3016,-1.47127,-5.73262,-13.0191,5.91841,-1.52956,-1.82202,1,T,3.16369,-1.3435,0.0183301,-2.86224,1.34363,-1.50041,3.12795,-1,3.49902
146514,144132508,G,7.1859,5.29449,-4.15817,-2.51078,6.73216,-0.364807,-0.665761,1,T,2.90694,-0.423553,0.689532,2.79003,0.809229,1.95127,2.12164,-1,8.12588
146514,144170768,G,63.1232,14.1178,12.7248,-60.1939,19.0061,-1.87,0.733552,-1,T,9.41017,0.705595,1.52187,-9.25884,1.67749,-2.40954,1.13666,1,3.83646
146514,144190529,G,36.3077,-19.1921,-0.767561,-30.8109,19.2075,-1.25116,-3.10162,1,T,5.82082,-1.98768,1.77721,-5.17315,2.66634,-1.41655,2.41204,-1,5.50979
146514,144385920,G,6.85596,2.44662,-1.02316,-6.32141,2.65194,-1.60315,-0.39609,-1,G,8.66408,-4.70957,-5.64846,-4.5793,7.35426,-0.588169,-2.2658,-1,8.50969
146514,144542357,G,7.64998,-4.02323,1.14024,-6.40503,4.18169,-1.21221,2.86542,1,G,13.659,-12.7529,-4.3898,2.15663,13.4872,0.159228,-2.81008,-1,12.0011
146514,144564268,G,13.7118,-0.0246606,-3.27471,13.3145,3.2748,2.11054,-1.57833,1,G,6.45297,-2.95284,1.64286,5.49649,3.37909,1.26301,2.63388,-1,6.4213
146514,144264402,G,7.78,2.00143,2.7264,-7.00559,3.38215,-1.47509,0.937555,1,G,7.38838,3.92182,3.94431,-4.86196,5.56222,-0.789495,0.788257,-1,3.10768
146514,144267179,G,30.0094,7.35415,-0.518775,29.0895,7.37242,2.08146,-0.0704252,1,T,4.16205,0.411256,-0.954507,4.02881,1.03933,2.06428,-1.16397,-1,2.89694
146514,144333136,G,15.6322,1.50065,2.54138,15.3507,2.95137,2.35116,1.0374,-1,T,4.60983,-0.784364,1.96262,4.09539,2.11355,1.41541,1.951,1,3.28484
146514,144603416,G,136.656,37.341,-17.1429,130.333,41.088,1.87149,-0.430387,-1,T,5.73665,1.3079,-0.0637091,5.5842,1.30945,2.15695,-0.0486724,1,3.5281
146514,144608606,G,8.11635,3.57637,-1.7518,-7.0714,3.98237,-1.33857,-0.455475,1,G,3.95456,-0.455715,3.77678,-1.07502,3.80417,-0.278958,1.69088,-1,8.09343
146514,144631218,G,7.61465,-4.87912,-2.51029,5.27867,5.48702,0.854268,-2.66641,-1,T,4.7042,-3.8797,-0.317874,2.63917,3.8927,0.634534,-3.05984,-1,2.08481
146514,144677456,G,5.0817,2.30309,-4.52225,-0.239906,5.07493,-0.0472551,-1.09975,1,G,10.0042,-6.45086,5.22979,-5.57755,8.30447,-0.629272,2.46035,-1,13.2679
146514,144701187,G,7.66371,1.33205,-0.426167,-7.53428,1.39856,-2.38567,-0.309643,-1,G,11.3261,-6.32859,-7.53538,5.60679,9.84038,0.542734,-2.26937,1,16.3874
146514,144918595,G,11.2934,2.73149,-4.55053,9.96797,5.30738,1.38777,-1.03019,-1,T,5.25845,0.140751,1.46226,5.04798,1.46902,1.94807,1.47484,-1,5.54044
146514,144985730,G,18.4813,-9.36232,0.0889107,15.9338,9.36274,1.30175,3.1321,-1,T,3.87094,-0.815671,-1.01504,-3.64382,1.30216,-1.75265,-2.24772,1,15.6247
146514,145040837,G,15.0314,-4.18898,-2.95938,14.1289,5.12889,1.73791,-2.52654,1,T,6.92275,-1.32036,0.475702,6.77817,1.40344,2.27848,2.79579,-1,2.89079
146514,145058550,G,32.2232,10.7683,0.144773,30.3702,10.7693,1.75996,0.0134436,1,T,4.01136,-0.177488,-0.988263,-3.88222,1.00407,-2.06181,-1.7485,-1,22.3261
146514,145063614,G,30.2548,-6.49136,-11.4529,27.2403,13.1646,1.47417,-2.08644,1,G,35.3277,-9.49496,-15.348,30.3697,18.0476,1.29205,-2.12481,-1,2.88045
146514,145064382,G,28.2159,1.7058,-9.0316,26.6767,9.19127,1.78712,-1.38412,1,T,3.94836,1.26778,-1.19148,3.54281,1.73979,1.45977,-0.754383,1,2.82265
146514,145104451,G,56.9615,-11.7903,-7.793,55.1803,14.133,2.07125,-2.55755,1,T,12.8466,-2.92967,-0.682267,12.489,3.00806,2.1309,-2.91279,-1,2.35254
146514,145166652,G,8.35159,-5.27465,0.426798,-6.46018,5.29188,-1.0292,3.06085,1,T,3.75491,-1.68815,3.34724,-0.18522,3.74885,-0.049387,2.03791,-1,6.29938
146514,145275161,G,13.8801,-4.5582,2.34464,12.8985,5.12586,1.65329,2.66651,1,G,12.7716,-3.96466,0.228577,12.1381,3.97124,1.83616,3.084,-1,2.0553
146514,145359020,G,7.19997,-3.13886,1.84997,-6.20916,3.64346,-1.30294,2.60902,-1,T,8.46896,1.50808,0.219165,8.33005,1.52392,2.4,0.144317,-1,15.2996
146514,144936723,G,71.8301,-7.20641,-26.1409,66.5152,27.116,1.62963,-1.83979,1,T,16.8676,-0.126649,-6.26455,15.6603,6.26583,1.64698,-1.59101,1,3.25349
146514,145178022,G,6.93064,2.29319,2.26685,6.13394,3.22449,1.39907,0.779621,-1,G,3.90814,-3.20637,2.19212,-0.419708,3.8841,-0.107849,2.54191,-1,8.00689
146514,145339674,G,21.9033,-19.1891,-5.98417,-8.70124,20.1005,-0.420394,-2.8393,1,G,4.1428,-2.82611,-1.91105,-2.3479,3.4116,-0.642981,-2.54701,-1,3.05154
146514,145170855,G,23.1148,-1.19728,4.28971,-22.6814,4.45366,-2.33047,1.84298,-1,G,5.18074,-0.962513,-1.22617,-4.93954,1.55882,-1.87051,-2.23631,-1,4.86512
146514,145185251,G,19.8509,6.10054,-7.84388,-17.1844,9.93695,-1.3156,-0.909774,-1,G,10.7463,-3.06194,5.97758,-8.38843,6.71617,-1.04696,2.04419,1,16.4166
146514,144755656,G,11.2138,2.78506,-2.17636,-10.6417,3.53456,-1.82184,-0.663321,1,T,4.0768,-0.623834,-1.75827,-3.62332,1.86566,-1.41744,-1.91174,-1,3.18754
146514,144769771,G,44.0716,-9.8359,2.08802,42.909,10.0551,2.15761,2.93241,-1,T,3.3721,-0.191484,0.703091,3.29073,0.7287,2.21279,1.83669,-1,2.85355
146514,144866216,G,14.9396,7.00186,6.42518,-11.527,9.5031,-1.02425,0.742475,-1,T,5.50189,-0.261522,-1.16806,-5.36906,1.19698,-2.2062,-1.79106,1,7.70118
146514,145065833,G,9.097,1.57684,4.96444,7.45736,5.20885,1.15625,1.26325,1,G,3.64331,-3.56482,-0.683374,0.295959,3.62973,0.0814476,-2.95219,-1,8.9399
146514,145251833,G,20.1108,9.22389,4.09084,17.3959,10.0903,1.31293,0.417439,-1,G,8.90772,3.95992,0.485606,7.96364,3.98958,1.44189,0.122021,1,2.05199
146514,145257875,G,25.378,1.35554,-4.40174,24.9563,4.60573,2.39138,-1.27206,-1,G,6.18933,-3.54318,-4.43819,2.45866,5.67905,0.420438,-2.24452,1,12.7273
146514,145326269,G,9.69075,3.50172,8.58792,2.80804,9.27439,0.298328,1.18363,1,G,3.92174,-0.205544,3.46916,1.81427,3.47524,0.500852,1.62998,-1,2.77421
146514,145331691,G,13.4914,1.88894,2.07374,-13.1962,2.80508,-2.25275,0.831999,1,T,4.80574,1.46178,-0.202975,-4.5723,1.47581,-1.84904,-0.137973,-1,2.08338
146514,144751224,G,7.68714,-5.3918,-2.20804,-5.01337,5.8264,-0.779185,-2.75291,1,G,6.15652,-2.64694,-4.39475,-3.40168,5.13031,-0.622138,-2.1129,1,3.55182
146514,144754759,G,6.46384,4.81149,-1.43895,4.06804,5.02206,0.740485,-0.290599,1,T,3.65458,-0.756209,-1.12044,3.39375,1.35175,1.65117,-2.16449,-1,4.8691
146514,144812317,G,7.09948,3.13154,-2.34438,5.92358,3.91186,1.20265,-0.642626,1,G,6.16698,-3.28648,4.45222,2.71979,5.53382,0.473582,2.20668,1,9.83992
146514,145093640,G,34.32,-3.35725,-5.41101,-33.7239,6.3679,-2.36888,-2.12612,1,T,4.11238,0.418789,-1.58803,-3.76872,1.64232,-1.56819,-1.31295,1,3.70543
146514,145366897,G,6.45086,1.99835,-4.63378,4.0171,5.04632,0.729578,-1.16364,-1,T,3.67915,2.40283,-2.53965,1.14085,3.4962,0.320781,-0.813072,1,2.27686
146514,144791971,G,16.4742,-9.23603,4.40543,12.9103,10.2329,1.05485,2.69653,1,T,3.41148,-0.785236,0.673467,-3.24914,1.03448,-1.86207,2.43267,-1,13.262
146514,144810498,G,19.504,-6.68494,-1.91867,-18.2215,6.95484,-1.69089,-2.86209,1,T,8.14144,-1.25539,-1.15104,-7.96059,1.7032,-2.24639,-2.39953,1,2.50872
146514,144952399,G,37.7923,17.6152,3.87151,33.2109,18.0356,1.37038,0.216343,-1,T,5.88309,-0.727961,-0.925257,-5.76312,1.1773,-2.29168,-2.23742,-1,29.3309
146514,144998693,G,34.97,0.376646,-11.6118,32.9835,11.618,1.76627,-1.53837,1,T,7.74302,1.41069,-1.85702,7.38272,2.33208,1.86959,-0.921146,1,3.21917
146514,145187011,G,22.7884,-0.312091,22.4963,-3.62218,22.4985,-0.160309,1.58467,1,G,22.9,0.313812,-22.603,3.66086,22.6052,0.161248,-1.55691,-1,45.6883
146514,145252957,G,20.5008,-13.3183,1.94471,15.4634,13.4595,0.982832,2.9966,-1,T,7.29474,-4.45557,2.06885,5.39165,4.91246,0.948696,2.70689,-1,2.37605
146514,145254374,G,40.4874,-8.08082,10.1208,38.36,12.951,1.80634,2.24459,1,T,3.18959,0.501494,0.627756,3.08492,0.803476,2.05502,0.896746,-1,4.12574
146514,145301916,G,25.5844,8.85749,2.62514,-23.858,9.23831,-1.67744,0.288128,-1,T,9.28237,1.0697,1.42337,-9.10939,1.78052,-2.33497,0.926322,1,3.72878
146514,144790033,G,27.3346,2.05318,5.3112,-26.7347,5.69424,-2.25081,1.20192,-1,T,5.31537,-0.923011,0.905142,-5.15469,1.29276,-2.09164,2.36597,1,3.02768
146514,144933337,G,31.2427,-9.94445,-6.58933,-28.8753,11.9294,-1.6173,-2.5564,-1,T,12.175,-4.56353,-1.42046,-11.1972,4.77949,-1.58719,-2.83983,-1,2.15797
146514,145101294,G,22.2366,3.02969,-6.29533,21.1103,6.98643,1.82526,-1.12225,1,G,8.83706,0.653708,1.52436,8.67937,1.65861,2.35712,1.16568,1,6.46668
146514,145363820,G,44.5207,-6.688,9.15223,-43.0533,11.3355,-2.04455,2.20186,-1,T,2.99712,-0.708995,-0.122624,-2.90755,0.719521,-2.1046,-2.97033,1,3.04822
146514,145398707,G,36.4858,9.6464,5.12665,34.8119,10.9241,1.87589,0.488496,1,T,10.2446,2.24321,2.5224,9.67195,3.37557,1.77496,0.843916,1,2.24734
146514,145412773,G,37.8359,-1.11977,10.8267,-36.2363,10.8845,-1.9177,1.67386,1,T,15.7641,-1.03518,2.61878,-15.5102,2.81595,-2.40748,1.94724,-1,3.13543
146514,145477871,G,11.8132,2.73544,8.72068,-7.48389,9.13963,-0.747312,1.26684,-1,T,4.24214,-1.54791,-0.969721,-3.8273,1.82658,-1.48548,-2.58194,-1,8.26709
146514,145662878,G,19.1853,-1.10148,-7.61816,-17.5731,7.69737,-1.56348,-1.71439,1,T,4.13687,-0.759279,-0.314487,-4.05304,0.821832,-2.29896,-2.74891,-1,3.13736
146514,145779849,G,19.5385,-3.63892,7.62505,17.617,8.44885,1.48107,2.01606,1,T,4.56273,0.798158,1.35651,-4.28138,1.5739,-1.72606,1.03896,-1,17.7283
146514,145851964,G,19.6635,0.319772,9.03527,-17.4615,9.04092,-1.41252,1.53542,-1,T,4.59471,-0.22849,-1.86871,4.18998,1.88263,1.5402,-1.69246,-1,18.9989
146514,145424813,G,33.0291,-9.97958,-4.43432,-31.1714,10.9204,-1.77138,-2.72346,1,T,3.35647,-0.217148,-0.717451,-3.26999,0.749592,-2.17905,-1.8647,1,2.68095
146514,145629038,G,6.84404,-1.59545,-2.97019,5.95502,3.37157,1.33393,-2.06372,1,G,4.57905,-1.0163,-3.71054,-2.48103,3.84721,-0.606936,-1.83814,1,8.18321
